Highlanders
1:Jamie Mackintosh
19:Derick Kuun
20:Heini Adams
21:Jacques-Louis Potgieter
22:John Mametsa
Waratahs
1:Benn Robinson
2:Tatafu Polota-Nau
3:Al Baxter
4:Will Caldwell
5:Kane Douglas
6:Ben Mowen 
7:Phil Waugh
8:Wycliff Palu
9:Luke Burgess
10:Berrick Barnes
11:Drew Mitchell
12:Kurtley Beale
13:Tom Carter
14:Lachlan Turner
15:Sosene Anesi
16:Damien Fitzpatrick
17:Sekope Kepu
18:Hendrik Roodt
19:David Dennis
20:Josh Holmes
21:Daniel Halangahu
22:Rory Sidey
Chiefs
1:Sona Taumalolo
2:Aled de Malmanche
3:Nathan White
4:Craig Clarke
5:Callum Retallick
6:Liam Messam
7:Luke Braid
8:Sione Lauaki
9:Junior Poluleuligaga
10:Stephen Donald
11:Sitiveni Sivivatu
12:Callum Bruce
13:Richard Kahui
14:Dwayne Sweeney
15:Mike Delany
16:Hikawera Elliot
17:Ben Afeaki
18:Jarrad Hoeata
19:Tanerau Latimer
20:Brendon Leonard
21:Jackson Willison
22:Tim Nanai-Williams
Hurricanes
1:John Schwalger
2:Andrew Hore
3:Neemia Tialata
4:Bryn Evans 
5:James Broadhurst
6:Michael Paterson
7:Scott Waldrom
8:Victor Vito
9:Piri Weepu
10:Willie Ripia
11:David Smith
12:Ma'a Nonu
13:Conrad Smith
14:Tamati Ellison
15:Cory Jane
16:Dane Coles
17:Jacob Ellison
18:Rodney So'oialo
19:Karl Lowe 
20:Tyson Keats
21:Aaron Cruden
22:Andre Taylor
Force
1:Matt Dunning
2:Pek Cowan
3:Tim Fairbrother
4:Tom Hockings
5:Nathan Sharpe
6:Ben McCalman
7:Matt Hodgson
8:Sam Wykes
9:Brett Sheehan
10:Sam Harris
11:Haig Sare
12:Josh Tatupu
13:Mitchell Inman
14:Dane Heylett-Petty
15:James O'Connor
16:Ryan Tyrrell
17:Nic Henderson
18:Richard Stanford
19:Luke Jones
20:Chris O'Young
21:Stefano Hunt
22:Joelin Rapana
Brumbies
1:Ben Alexander
2:Stephen Moore
3:Salesi Ma'afu
4:Justin Harrison
5:Mark Chisholm
6:Rocky Elsom
7:George Smith
8:Stephen Hoiles
9:Josh Valentine
10:Matt Giteau
11:Francis Fainifo
12:Christian Lealiifano
13:Stirling Mortlock
14:Pat McCabe
15:Adam Ashley-Cooper
16:Huia Edmonds
17:Guy Shepherdson
18:Ben Hand
19:Mitchell Chapman
20:Patrick Phibbs
21:Matt Toomua
22:Tyrone Smith
Stormers
1:Wicus Blaauw
2:Tiaan Liebenberg
3:Brok Harris
4:De Kock Steenkamp
5:Andries Bekker
6:Schalk Burger
7:Francois Louw
8:Duane Vermeulen
9:Dewaldt Duvenhage
10:Peter Grant
11:Bryan Habana
12:Juan de Jongh
13:Jaque Fourie
14:Gio Aplon
15:Joe Pietersen
16:Deon Fourie
17:JC Kritzinger
18:Anton van Zyl
19:Pieter Louw
20:Ricky Januarie
21:Lionel Cronje
22:Sireli Naqelevuki
